NNo,TSIndex,Spills,Evap_Loss,Seepage,Ups_Rel,Pump_In,Gw_In,Dws_Rel,Pump_Out,Hydra_Cap,Head_Avg,Powr_Avg,Energy,Pwr_2nd,Hydro_State
17,4398,0,520.25,0,92853.129000000001,0,0,69958.592999999993,69958.592999999993,0,122.48958500000003,138884.75121953111,23332.63820488123,0,0
1,4399,0,597.94200000000001,0,185929.43100000001,0,0,120141.03,120141.03,0,86.78927200000021,120000,20160,0,0
17,4399,0,383.15600000000001,0,75704.025999999998,0,0,56544.203000000001,56544.203000000001,0,123.10685000000001,112819.6223109844,18953.696548245378,0,0
1,4400,0,858.11099999999999,0,131253.696,0,0,48727.705000000002,48727.705000000002,0,88.154838857142977,69620.389509622823,11696.225437616635,0,0
17,4400,0,521.06100000000004,0,63710.237000000001,0,0,46675.095000000001,46675.095000000001,0,123.62705478424607,93521.845673058007,15711.670073073745,0,0
1,4401,0,621.91399999999999,0,110809.037,0,0,79637.138999999996,79637.138999999996,0,89.130911428571608,115042.50573911148,19327.140964170729,0,0
17,4401,0,334.55900000000003,0,52183.957999999999,0,0,50857.089999999997,50857.089999999997,0,123.8786214687957,102108.57280510484,17154.240231257612,0,0
1,4402,0,1281.4110000000001,0,80247.888000000006,0,0,50427.555,50427.555,0,89.890627142857056,73467.736163825859,12342.579675522744,0,0
17,4402,0,800.92100000000005,0,39786.163,0,0,29882.618999999999,29882.618999999999,0,124.01080090843789,60060.992635539085,10090.246762770566,0,0
1,4403,0,884.76700000000005,0,66915.676999999996,0,0,48219.798999999999,48219.798999999999,0,90.486555714285942,70716.993539325791,11880.454914606733,0,0
17,4403,0,553.58699999999999,0,34302.442000000003,0,0,29528.675999999999,29528.675999999999,0,124.18524634423306,59433.090406783434,9984.7591883396162,0,0
1,4404,0,1008.487,0,46427.472000000002,0,0,31435.668000000001,31435.668000000001,0,90.895348571428713,46310.416663925578,7780.149999539497,0,0
17,4404,0,628.08100000000002,0,28752.796999999999,0,0,23922.538,23922.538,0,124.2955333595977,48192.239772647321,8096.2962818047499,0,0
1,4405,0,820.476,0,34183.296000000002,0,0,29118.369999999999,29118.369999999999,0,91.129708571428637,43007.22066016691,7225.2130709080411,0,0
17,4405,0,519.04300000000001,0,25301.203000000001,0,0,19155.620999999999,19155.620999999999,0,124.42421682000418,38629.179812383554,6489.7022084804375,0,0
1,4406,0,682.62199999999996,0,32356.799999999999,0,0,33457.506000000001,33457.506000000001,0,91.161350000000084,49433.191253148201,8304.7761305288986,0,0
17,4406,0,418.13299999999998,0,22063.103999999999,0,0,18926.076000000001,18926.076000000001,0,124.53348253806394,38199.796424372274,6417.5657992945426,0,0
